class,dist_fenda_palpebral_dir1,dist_intercantal_ext,dist_interpupilar,dist_nariz_labio_sup,dist_fenda_palpebral_esq1,dist_fenda_palpebral_esq2,dist_intercantal_int,dist_fenda_palpebral_dir2
1,1.0390082093602842,12.151390781435735,8.884518840445672,1.6557613214900095,1.0832736473701126,1.089517035963918,5.508357132308725,0.980511596789806
1,0.7813144944120968,9.17072761035692,6.70288655654448,1.7664969404219977,0.8067197618517122,0.8190258043569011,4.137729259085867,0.761529019360325
1,1.2724900565281934,10.85383348763312,7.960735043234142,1.9211920046624105,1.323255203130493,1.2993788710620073,4.715380970825443,1.221150797874071
1,0.8319336299662196,10.217790902062072,7.754600179626297,2.1349212799959654,0.9501387857163995,0.9227453382220423,4.999905687674497,0.8196017157554288
1,0.41422628726786204,8.086269643969743,5.757204947801614,1.252190984885925,0.36672409207120865,0.390273776141704,3.7716602765418497,0.34827546276713783
1,0.776269494009844,6.8336420201032775,4.826404479224542,1.2347741414646665,0.7754625921010305,0.7524059478732588,2.772750274381467,0.7311473674300731
1,0.6740704728070382,6.541912704211159,4.746778021783939,1.4283334761446445,0.6683426973232187,0.651683031030664,2.888877446900062,0.6560268121742344
1,0.6651968963286883,9.035802261216267,6.619317649112359,1.505599780569873,0.6415941566896016,0.6797519253609633,4.219592555611905,0.635109678027318
1,0.40942203209470485,6.8069035453889395,4.913268318099811,0.8747865958749257,0.3815655391471392,0.3849068842224767,3.0650198396284036,0.36091291350935445
1,0.7445311314092585,6.72077402698769,4.78392258844208,0.9892864470331413,0.772615457847885,0.7452100399578249,2.7859749157419333,0.7136993201453303
1,0.7600341915931009,7.937297721086488,5.721504506614184,1.4562838957318103,0.7659862122238154,0.7918461922134746,3.549574925121815,0.7333500222107044
1,0.7164858282967514,7.736225769118417,5.645095983320732,1.2851305624336198,0.7364115967105113,0.726853757772894,3.4830087839449737,0.6828152369776297
1,0.9247973427043269,7.913001266366372,5.675878987473163,1.2813756785297303,0.955553319717867,0.9368440669737984,3.3713090285949616,0.903773613117964
1,0.5146670480865905,8.945093015713772,6.60158422531976,1.285379503886916,0.51700653966203,0.5384212313367142,4.136174010707118,0.5141746229428819
1,0.8985628213661131,9.850881682096123,7.200909054225305,1.8150146574134542,0.8990401108490852,0.8932154051385339,4.4365869601684516,0.8618379873361524
1,0.653780166076461,7.521425515493558,5.399437983180433,1.1013420086919399,0.6546748159053724,0.6503283840257995,3.2236826626944466,0.6281870624410755
1,0.4325446387968295,6.054790081254654,4.382747721860141,1.074717189033583,0.4331151005633528,0.4266544599722752,2.624741133929722,0.42401504987792343
1,0.6510763899820401,7.716026413041663,5.702548134703332,1.5783709541132354,0.6702720541479986,0.6362783857403951,3.422188296545792,0.6245261421341354
1,0.5002724599197281,7.32092705377827,5.370174739268279,1.0242485570764979,0.5107402769986581,0.5069023200116252,3.2440793811499713,0.4687174859190409
1,0.5055352139031377,7.384143326551679,5.350637960536478,1.0818401920831704,0.5075608584233542,0.5059063949947233,3.231640136903351,0.492155863800542
1,0.604284103866729,7.482420805206612,5.415480332455423,1.5322611044898446,0.571200303715622,0.5736902747482406,3.3462368147510446,0.5662594760701637
1,0.6501161054052114,6.28629335969593,4.432517635799826,0.8979894509813822,0.641960163743504,0.6386660437986431,2.600148930736718,0.6284044889862097
1,0.8039045033208694,8.79915968726128,6.330785682691138,1.6999379195058286,0.8214362357524355,0.8130407263526759,3.7835581544055525,0.7610969581405446
1,0.6932551819392866,7.613316321319943,5.503097483101979,1.019574795465564,0.7081257621628698,0.7129702365850505,3.4123796205013615,0.6564898429364401
1,0.5379584050098296,6.358515873486149,4.581400519600061,1.1752604514024887,0.5109108850957854,0.5145604984046359,2.997262995271817,0.5207139529414361
1,0.6623973139681042,6.582007921600597,4.776442058359681,1.1185428910115953,0.6799201371396912,0.666955482063013,2.837508185030182,0.6335588401912612
1,0.5280025053811581,5.821715890780237,4.259830446219283,0.9080527779810423,0.5520113087322073,0.5468959264929847,2.580042992816454,0.5129047037839469
1,0.5123749378821225,5.866620455884767,4.295176805218616,0.9495807121775329,0.519465582520405,0.5152207312299538,2.6398403949900686,0.50791283510843
1,0.9655123428739447,9.566965631357043,6.834087211923292,1.6082840089255928,0.9611208115340169,0.9649591607580729,4.088934796401692,0.9215031586690714
1,0.7198534758852088,7.5486883796528454,5.46115962269041,1.4653780884824348,0.7191360964130024,0.701092731953395,3.2966205725872304,0.7075938954019155
1,0.8238961546191101,7.357302004987328,5.19539735805483,1.0408187693644098,0.8276399392038198,0.8239696613218124,3.1051780756329874,0.7746520073437902
1,0.7208810973164638,7.294369855562837,5.2536287973424995,1.2382496164222607,0.7278601234375014,0.72131754766698,3.1559205824119325,0.7099984080888073
1,0.5498908694045165,5.8259799845038485,4.193603723926153,0.8807730872002655,0.5469570785882819,0.550869594410361,2.586052264018489,0.5211121901435879
1,0.7354149245817203,7.521958032574561,5.450562568002651,1.1300066725334241,0.7358509737691945,0.7458780920051608,3.3428914920764123,0.692389498185644
1,0.861187823496779,10.696895781737341,7.87758794571133,1.7422452398671486,0.865441387256335,0.8834730964987533,4.9690083588903455,0.8233250656336896
1,0.6983369975698384,8.008409365503438,5.764581741841789,1.3106745518167935,0.6792296419482432,0.7143406180727498,3.594609472016356,0.657448969818201
1,0.5488420506901915,6.153711949468354,4.420382559896005,1.1467034956694484,0.5382004051006487,0.5427407797891728,2.7028749622897497,0.503364674151677
1,0.758000060382777,8.081606998132486,5.748149751853387,0.9536338831157889,0.7823092866793184,0.7857309880910288,3.4807181001865364,0.7557173272360563
1,0.792153235407826,7.796821181602827,5.626809254263933,1.2023223220078183,0.7900245704778883,0.8023989542075771,3.440373577924514,0.7558425115443853
1,0.6947635564126355,7.486490914843442,5.404284937449863,1.0768606233941869,0.7366407920586694,0.6992988327986319,3.1050990483554095,0.6756252000021331
1,1.0028480395715513,9.709228845975312,7.033151260700148,1.8909877438282925,1.0620581093552148,0.9579531801186145,3.845097017068404,0.9643710963300596
1,0.7745609362037822,7.746573253545748,5.63237308053717,1.225310182903925,0.7788397694294625,0.7785113532901813,3.4645443386661556,0.7403151760374315
1,0.7335821237726002,7.941371863304558,5.8328032061555595,1.1301416057405465,0.7574605717888652,0.7480750405654336,3.4711433464193635,0.7003190052768761
0,0.8883755632167282,10.686746363240346,7.906721719767587,1.6528991073495982,0.903611509124517,0.8865795621462519,4.871487634510991,0.8601585384299741
0,0.8644660220303229,9.972008059041292,7.37785738845558,1.7743435899057065,0.8790019172113932,0.8578413494686455,4.5931663053900875,0.8572456301534214
0,0.8272880929514266,7.695845251374947,5.478316221366781,1.324436129405333,0.826908878764082,0.8114288211550369,3.2353436738159824,0.8148809930499878
0,0.49982224630674793,6.843098828566067,4.966403275406034,1.1570509430675113,0.49611899092773704,0.4896761321784763,2.994663516427046,0.4657753302684258
0,0.6513451273014044,7.590784805511245,5.4656444022669115,1.3536843983532412,0.634443690005276,0.6361019195199668,3.2930530658743877,0.6300019699089283
0,0.5346504489136973,6.978653960995452,5.073236923613674,1.440971338931895,0.5244573375986784,0.5204016992366011,3.1261873659312926,0.5201008868904192
0,0.6049451165398159,7.1663808989538955,5.175204033689562,1.27297772191298,0.5937440918859218,0.5869735858105667,3.0901137670088383,0.5791070085502448
0,0.7119254872038354,6.788835535129757,4.863855052480787,1.2508316785560258,0.727288754812954,0.7038951633128813,2.8905438698317485,0.6940405236342083
0,0.8234014113742277,9.639490785023161,6.968533042037738,1.4529789397262667,0.8360420369563475,0.833513788245957,4.2685985908256034,0.7790796238607416
0,0.5453728940635462,7.006378381044544,5.054089767762757,1.2413811442809706,0.5131200544763689,0.523816937672082,3.092327359204227,0.5240183682223246
0,0.7205123823782074,8.462234867187128,6.165959457665864,1.5131739065002208,0.7403738116444393,0.7708508638817758,3.823913727638584,0.7064832358875374
0,0.6525829628807372,6.669137475265487,4.739327397071005,0.7068154254407208,0.6443284925473609,0.6437217586750498,2.8409929750826226,0.633254372682984
0,0.5173123298204747,7.600431851685154,5.615827084378833,1.1416838357294614,0.5417639351673137,0.5512929145047626,3.498091312695974,0.493091372938651
0,0.7284922075658476,9.040923775492086,6.516295351982275,1.4370822736105442,0.7104602178747892,0.7210858660870308,4.010198487177195,0.6813975712855005
0,0.5845481683189975,6.553008540052426,4.655307711760421,1.1208991104860337,0.5705326490942595,0.5668938647157137,2.784040024045648,0.551834967164038
0,0.7207063605993353,6.890659675078844,4.953032291743245,1.049123210957213,0.7140709340310802,0.714495423319933,2.989982047323724,0.6929491150934091
0,0.5165592681625859,7.017753055369593,5.067474790862106,1.315764656996081,0.5106139950421285,0.52582173398037,3.1759041406622717,0.4894614835998561
0,0.5907738147510552,6.851362980944343,5.028525469959763,0.9994401852302659,0.6213207140398992,0.6208538324189494,3.1184215857273383,0.5791375452111243
0,0.5827036073722013,7.761756420185995,5.620253778359436,1.398877207576721,0.5773629813905168,0.5926207227664728,3.474792104458534,0.552436478356306
0,0.870306452415677,9.335650016037379,6.689899413827187,1.2703954300747355,0.8696333824519553,0.8701519509117343,3.9885510941125837,0.8102149477700227
0,0.648687535331393,7.3384760657258425,5.330462661983613,1.3378873717740027,0.6488135947670027,0.6471274700318224,3.2741521238345004,0.6185115015660592
0,0.7997746627351615,9.279503536962,6.745543536909548,1.7113168827267735,0.7911715994507285,0.7924276808682982,4.142740790046424,0.7813026750156168
0,0.5996752565507351,6.737162646999192,4.871436687177065,1.1202907417808088,0.5879394129668726,0.5938118032573122,3.0046860963618633,0.5737103876302165
0,0.8185442408945132,9.483321063431617,7.02876452127181,1.598220430653635,0.8450196800223317,0.867749741409401,4.390360531176221,0.8123713679135496
0,0.7637107251216083,8.075537433388568,5.8337952054962,1.3117247467878246,0.7768473741557864,0.7632860638414556,3.485087311876378,0.757529376934013
0,0.9901349151450592,10.977081947404587,8.099598421407526,2.0322549241769585,1.0082351230237778,1.0239122620690648,5.111562890734805,0.949603371102369
0,0.648698546360324,7.6720001247616505,5.594108449142837,1.354888008052929,0.6348089546899331,0.650324371848678,3.470469874089762,0.6403888867142715
0,0.7707518219963668,8.757153367327465,6.376492632820589,1.5869846409702646,0.7843928502308073,0.7782243916619968,3.843227084413808,0.7569328824392629
