zyl_zyr,n_sto,pil_enl_1,id,pil_enl_2,pir_exr_2,n_gn,psl_exl_1,psr_pir_2,psr_pir_1,psl_exl_2,enl_enr,exl_enl,psl_pil_2,psl_pil_1,prn_gn,enr_exr,sn_gn,pir_exr_1,n_sn,psr_exr_1,psr_exr_2,gol_gor,pil_exl_2,pil_exl_1,img_name,enl_gn,exl_exr,pir_enr_1,enr_gn,pir_enr_2,enr_se,chl_chr,enl_se,sn_ls,psr_enr_2,psr_enr_1,si_gn,n_prn,gn_sto,psl_enl_2,psl_enl_1
0.3631918730269033,0.21178369049296458,0.052000927147522504,1,0.02612791341602015,0.020496214722359175,0.3335846773859557,0.026424065564292713,0.022148715229586117,0.022587394623102375,0.05236409063877581,0.121921115961468,0.07321789632301383,0.02262468569196241,0.023046812506959845,0.23273287335229445,0.07054081668853836,0.18531175419528867,0.04526168666481524,0.14829344096393907,0.04897761673899297,0.02341504760694721,0.3127972260406721,0.049394608377494195,0.023746308749313827,img\DSCN3448AlbertPinheiroBarboza.JPG,0.33782528484660007,0.2655872381976508,0.027682442593074223,0.32511148964704895,0.05317106065825297,0.06170652979104593,0.16218666560894368,0.06461561100479246,0.04370297925267253,0.05242260251925651,0.027014038102146313,0.09203661929360085,0.1432287836263691,0.12180174446493795,0.03311697885270693,0.052779623389285414
0.3258011947311265,0.17093228393920734,0.04265514577474848,5,0.02155524429448139,0.018633213552387624,0.2813324355247674,0.021952412301205874,0.012393985703808723,0.013066407186218163,0.043390579249731345,0.08751693028682321,0.06434731293419,0.011612294837626104,0.012189349929718818,0.21673412144527907,0.06209972744116187,0.16805759281191576,0.03912380932376176,0.11328836914525818,0.04147272930759011,0.020446243316441296,0.29063026275948134,0.043788010277853735,0.022913740576186552,img\DSCN3456RobertPinheiroBarboza.JPG,0.2764569699178831,0.2137026559904112,0.02432551792730709,0.2631180715731386,0.0450380321025774,0.03826354351464917,0.1454422173726184,0.049270082337886684,0.04562278319043372,0.04291171170838148,0.022131139674621537,0.08856228502920536,0.11015030305685816,0.11040548383027811,0.02459816093309229,0.043708633913234526
0.3121330955487462,0.17498576650950956,0.04620522605839657,12,0.022020316793932133,0.020295959851863242,0.2607460399455172,0.022800049377657453,0.023561544000341897,0.02379033982760601,0.04566653832779036,0.0944477595665547,0.0633759075220788,0.02334818492896367,0.023622740118725647,0.16896727989611526,0.06385665161652945,0.13648374581201833,0.04287497612145741,0.12428460321735746,0.04554843592994705,0.02260791466154032,0.2637489293406832,0.04390716395002974,0.020617737021089978,img\DSCN3727.JPG,0.27868337453221875,0.22118034788919047,0.02318425088447756,0.25960794227925904,0.046841957697962865,0.05229162359863597,0.13760509835935267,0.0539528586675626,0.039126345399351274,0.04832191466246915,0.02633208730526687,0.06747950823019754,0.1205387909331479,0.08581239675338197,0.029501084135072974,0.04741984189700717
0.302173718372919,0.14258285268996615,0.03760732571902577,14,0.018377980746134615,0.01692773533612589,0.2574337377311301,0.0202023186239436,0.013951647739225711,0.01475714201080136,0.038275594075414476,0.08618133788536429,0.05376054471840823,0.014599472328439644,0.014789025312141461,0.20083675308017598,0.05590893153712166,0.159462732468779,0.036285626010164454,0.09816859940619298,0.038844320205786265,0.019951451088856313,0.26586597621473274,0.03595374073568952,0.016843327985206113,img\DSCN3737.JPG,0.2624476473133021,0.19579955458038792,0.020169399486674414,0.24678241968960313,0.03960288933423865,0.047738894518952295,0.13562460019143724,0.039121727895966525,0.03393231285219278,0.04000926253778837,0.021625778201303392,0.08040062981916003,0.09621600928265342,0.11490706705693038,0.022276283428393894,0.03823164558448589
0.3291267573118064,0.16735244056937676,0.04372456501329196,17,0.02103641692763692,0.01790385179100604,0.2828816134280794,0.023219017407292306,0.019115749334902857,0.019804867372043494,0.04499021125308002,0.09520399562992722,0.062492522039137244,0.019490647128417655,0.019464669711834078,0.21818034265017033,0.06088643030415794,0.17326519696485176,0.03973986992913041,0.10961937079516967,0.04336863199715401,0.021595064097545576,0.2796538817406983,0.04269340651644696,0.02034578743440457,img\DSCN3746.JPG,0.2936188416665744,0.2185817669528451,0.022489612125785964,0.27649448300251117,0.04483190760088525,0.04880801565429997,0.1331470315514017,0.04867315832040509,0.04006801913464888,0.04485478689362406,0.023895521200954468,0.08523890979317598,0.1077832023180945,0.11553172209105886,0.028137904517939294,0.045083378196859585
0.3126919305975229,0.1791720946693634,0.038665311362055706,21,0.018958674643671843,0.016567442563075074,0.2989099099262898,0.020763174734842755,0.015683782434631505,0.015927921895214494,0.03969679260786576,0.08852887377403554,0.05512687031766283,0.015483776040085002,0.01578624627357057,0.22595380582499341,0.054731839687213776,0.1804017444466031,0.035787353881849185,0.11860207417638738,0.03879876894166584,0.019462393237541484,0.26483289675556804,0.03723681924340662,0.017616159550118315,img\DSCN3755.JPG,0.29877904100198643,0.19825295879300311,0.020040100137934818,0.28748020723239986,0.03959844687372583,0.04827842536194325,0.12277860642244387,0.041904687298725235,0.04300194468234604,0.039259625895163526,0.020335641875615842,0.09172379365502947,0.11678652945565784,0.11987686211534715,0.023740811681251778,0.038673468873828235
0.28210134611920695,0.15000049578627692,0.03914394872896868,24,0.019177936955750076,0.01672730182043892,0.2501999358209487,0.02016580209206723,0.016387677361627634,0.016998939515542343,0.03953364442579509,0.08469303042601789,0.05507042962783148,0.016620144694931217,0.01684204700486905,0.1884762903866744,0.05583605095619327,0.1492843645219762,0.03642651690321399,0.1009163390269334,0.038974241424423524,0.01914168360245652,0.24155114614229217,0.037304704084733194,0.01767990841799222,img\DSCN3767.JPG,0.253640717592337,0.1955617924743377,0.02094543790247719,0.23983176732001307,0.0410582214098265,0.044384048067751265,0.11567828695269608,0.041242748998565074,0.03602639636920034,0.040468426794021954,0.021164082716048787,0.08040690365423703,0.0987841957353684,0.10020552436156129,0.024210288484061496,0.039174278411699834
0.27257518859646196,0.15877413861216397,0.038614701748431526,25,0.0181954478924198,0.016247747672266357,0.2526031421616667,0.02034804236797433,0.01894500614431192,0.019473567633770183,0.03931392467677323,0.07971187824983479,0.05336318990982376,0.01919754493447028,0.019816359646836316,0.17086883834352376,0.053645556069362554,0.14064278096777325,0.03536892135693796,0.11198589696155897,0.03829072037256191,0.01900367339705365,0.22438616489756988,0.03702007331142335,0.01712896928075523,img\DSCN3774.JPG,0.26115312747036057,0.1866871374482603,0.020073553310667153,0.24655681641199206,0.04003209027386525,0.04499797356370656,0.10474140660430326,0.041883872403575766,0.033171419762735826,0.03999140829038257,0.02165288826797709,0.07048716001524015,0.10954360932411168,0.09384429195131387,0.024115095540146233,0.03927166370458865
0.32699294561625486,0.16158624950528278,0.03959145679178644,28,0.018586504829393963,0.016322828415404195,0.2788426574404274,0.021046562907480606,0.016318312440614987,0.01714950755487065,0.041337101070016515,0.08840452913946138,0.056515552059107375,0.01742789480533891,0.017573841464670715,0.192900716612254,0.053884270975136615,0.1621730014161897,0.03528887525112396,0.11669271847502063,0.03746284954483688,0.018079364633008705,0.28138212379073974,0.039415866945975556,0.01881257957685279,img\DSCN3783.JPG,0.2917402784131676,0.19876926255726618,0.02004992669660517,0.27611556810975596,0.039530476347291524,0.04413788340649938,0.1086226452048802,0.055241010511280636,0.03031625633561578,0.039810592582674845,0.02121530930825357,0.0916653293249995,0.1129703650879865,0.11726299880381606,0.022901324389984597,0.03986665999539902
0.31004993098952566,0.1320523357681379,0.03422311868931626,34,0.017124897014163514,0.016167821011326494,0.23203488754384258,0.019481402931527617,0.009279832106509199,0.01038534995346901,0.03695180047279246,0.08347216614629914,0.0524109096518862,0.009552408963105167,0.00895056497059766,0.18875001464109234,0.050562696834912414,0.14783745743378449,0.03300411706878521,0.0842231168006918,0.03457337785597228,0.01689531467111455,0.2674974160281616,0.036221151768516646,0.018996332360677735,img\DSCN3793.JPG,0.23082971906479166,0.1863201130996201,0.01861838258904551,0.22056917312422136,0.03550815783327598,0.03597294275520327,0.11926019919403949,0.04750447731603308,0.034380798473404584,0.03449413923259633,0.017224991826330728,0.08076495240540801,0.08284833371055433,0.09998549380502321,0.01865030151172385,0.033763698586550275
